hotel_name,name,rating,review
RedDoorz near Plaza Simpang Lima,nurul fadilah,4.0,"(Translated by Google) The place is clean, the atmosphere is good, the night view is good, it's also strategic for looking for food and snacks. At that time, the reservation was via 085204943431. His sister was friendly, the price was cheaper, it wasn't complicated. May be useful. (Original) Tempatnya bersih, suasananya enak, pemandangan malam bagus, strategis juga buat cari makan dan jajan. Saya waktu itu reservasinya lewat 085204943431. Kakaknya ramah, harga lebih murah, gak pake ribet. Semoga bermanfaat."
RedDoorz near Plaza Simpang Lima,adisty wismani putri,3.0,(Translated by Google) OK location. Standard facilities. The mattress is not comfortable because the mattress feels right for sleeping. The AC is cold 👍🏼 (Original) Lokasi oke. Fasilitas standard. Kasurnya ga nyaman karena per kasurnya berasa pas dipakai untuk tidur. AC nya dingin 👍🏼
RedDoorz near Plaza Simpang Lima,Jesica,5.0,"(Translated by Google) Until the facilities are okay... Haha also Myrah but moreover, I ordered it through the admin right away so I got a discount.. I ordered it to this lady 089612718196 (Original) Until fasilitas oke lah... Haha jg Myrah but apalagi aku pesennya lewat adminnya lgs jd dpt potongan.. Ku pesennya ke Mbak ini 089612718196"
RedDoorz near Plaza Simpang Lima,Osa Wuriyanti,5.0,"(Translated by Google) Friendly service, really good rooms, strategic place, affordable prices. Very suitable for those who want beautiful holidays in Semarang. Want to get an attractive price? Hurry up to book at 082131462616 (Original) Pelayanan ramah, kamarnya oke banget, tempatnya strategis, harga terjangkau. Cocok banget buat yang mau liburan-liburan cantik di Semarang. Mau dapet harga yang menarik? Buruan booking di 082131462616"
RedDoorz near Plaza Simpang Lima,Hutne's Note,4.0,"(Translated by Google) Facilities OK. Only the family room is on the 2nd and 3rd floors, you have to go up the stairs first. The position at that time brought the baby (Original) Fasilitas OK. Cuma family room adanya di lantai 2 dan 3 kudu naik tangga dulu. Posisi waktu itu bawa bayi 🙃"
RedDoorz near Plaza Simpang Lima,Atex LW,5.0,"(Translated by Google) Incidentally we ordered 3 twin bed rooms all right here. Too bad I haven't had a chance to take a photo of the room... Friendly service, and the rooms are ok for the price of the people, although parking the car is difficult and you have to be far from the inn but it is safe and understandable at least for very limited land. Just a suggestion, it is necessary to control the cleanliness of the bathroom more and it is necessary to add another socket for charging 2 gadgets or more... (Original) Kebetulan kami pesan 3 kamar twin bed semua pas kesini. Sayang sekali belum sempat foto kamarnya... Pelayanan ramah, dan kamar ok lah untuk harga merakyat, meskipun parkir mobil susah dan harus jauh dari penginapan tapi aman dan bisa dimaklumi setidaknya untuk lahan yang sangat terbatas. Sekedar saran, Perlu untuk lebih mengontrol kebersihan kamar mandinya lagi aja sama perlu tambah stop kontak lagi untuk charging 2 Gadget/lebih..."
RedDoorz near Plaza Simpang Lima,Maya Amaliya,5.0,"(Translated by Google) Hello, do you need a place to stay for a staycation or need a place to stay when you are working outside. Let's make a reservation at the official reddoorz reseller. Reservations at redseller can get a cheaper price from the application. Those who want to ask questions can directly chat with the admin. We serve reservations for reddoorz throughout Indonesia. So what are you waiting for, just chat Admin 085794937621 / 087719473719 (Original) Hallo, butuh tempat stay buat staycation atau butuh tempat stay pas tugas luar. Yuk reservasi di redseller resmi reddoorz. Reservasi di redseller bisa dapat harga yang lebih murah dari aplikasi. Yang mau tanya2 bisa langsung chat admin aja. Kita melayani reservasi untuk reddoorz seluruh Indonesia. Jadi tunggu apalagi, langsung chat aja Admin 085794937621 / 087719473719"
RedDoorz near Plaza Simpang Lima,Kristina Indah Puspita,5.0,"(Translated by Google) comfortable rooms at affordable prices, okay facilities and very good service. bookinv is cheaper and easier to connect. 085608797727 (Original) kamar nyaman harga terjangkau, fasilitas oke serta pelayanan yang sangat baik. bookinv lebih murah dan mudah hub. 085608797727"
RedDoorz near Plaza Simpang Lima,Andi Syarif Hidayatullah,5.0,"(Translated by Google) The location of the hotel is close to the crowd, the staff is friendly, the stay is comfortable, the price is friendly, I ordered via wa, I got a discount too, this hotel is best 089519457185 (Original) Letak hotel dekat dengan keramaian ,staffnya ramah nginapnya nyaman harganya bersahabat aku pesan lewat wa dapat diskon juga , terbaik hotel ini 089519457185"
RedDoorz near Plaza Simpang Lima,Maeea S.,5.0,"(Translated by Google) 5 stars. Rooms are ok, AC is cold, hot water, shower is loud... Cheap! (Original) 5 star lah. Kamar ok, AC dingin, air panas, showernya kenceng... Murah!"
RedDoorz near Plaza Simpang Lima,Didi Nurhadi,1.0,"(Translated by Google) Not recommended because entering the room smells musty, the toilet is not clean, the TV is blurry, the sheets are not clean (Original) Kurang recommended krn masuk ruangan baunya pengap, toilet kurang bersih, TV buram, sprei kurang bersih"
RedDoorz near Plaza Simpang Lima,Kristoffer Bakken,5.0,"(Translated by Google) the place is very comfortable. very close to the city center, the spirit is very comfortable and clean, definitely suitable for those who want to vacation with family or go home this Eid. for those of you who want to make a booking, you can go to the admin, very friendly, give a cheap price from the application price for the number 0878217821219 (Original) tempatnya nyaman banget nih. deket banget sama pusat kota semangat sangat nyaman dan bersih pastinya cocok buat yang mau liburan sama keluarga atau mudik lebaran ini. buat kalian yang mau booking bisa ke adminya ramah banget ngasih harga murah dari harga aplikasi untuk nomernya 0878217821219"
RedDoorz near Plaza Simpang Lima,alika rahma,5.0,"(Translated by Google) Cheap, clean and comfortable lodging, very friendly service. I contacted this reseller 082139819879 (Original) Penginapan murah, bersih dan nyaman, pelayanan sgt ramah. Saya menghubungi reseller ini 082139819879"
RedDoorz near Plaza Simpang Lima,Alpriza Sensei_リザ先生,5.0,(Translated by Google) Okay place. Price OK. It's just that the parking lot is not wide enough (Original) Tempat oke. Harga Oke. Cuman parkirannya kurang luas
RedDoorz near Plaza Simpang Lima,Ursula Tj,5.0,"(Translated by Google) The hotel & rooms are clean, tidy, when you first enter the room, it smells really good. The room is also quite big. The bathroom and shower are also clean. Very close to the city center. Just walk to the intersection area. Close to various kinds of culinary. Indomaret Alfamart is also nearby. The minus is in the parking lot, which only fits 2 cars. But I'll definitely be directed to where to park the car. (Original) Hotel & Kamarnya bersih, rapi, pas awal masuk kmr jg wangi banget. Kamarnya jg ckp besar. Kmr mandi mandinya jg bersih. Dkt bgt sama pusat kota. Cukup jln kaki utk ke area simpanglima. Dkt jg dgn berbagai macam kuliner. Indomaret alfamart jg dkt. Cm minus di tempat parkir nya aj yg cm muat 2 mobil. Tp ntar pasti di arahin kok utk memarkirkan mobilnya di mana."
RedDoorz near Plaza Simpang Lima,Hendra Lee,4.0,(Translated by Google) Strategic place - pretty clean rooms - affordable prices (Original) Tempat strategis - kamar lumayan bersih - harga terjangkau
RedDoorz near Plaza Simpang Lima,Aulia Maharani,5.0,"(Translated by Google) Economical, clean and comfortable lodging. Affordable price can book WA 087760264103 (Original) Penginapan ekonomis, bersih dan nyaman. Harga terjangkau bisa booking WA 087760264103"
RedDoorz near Plaza Simpang Lima,Pytha Harwa Y. Sainan,4.0,"(Translated by Google) With a very cheap price, the rooms are quite nice and comfortable, the bathroom is also clean, the hot water also works. Already got standard soap and toothbrush The room smells good too. It's just that it does not provide non-cash payment instruments. The place is a bit into the alley and the parking lot is modest, usually it will be placed in front of the houses of local residents. If you are looking for a place to stay overnight, this is enough in my opinion. (Original) Dengan harga yang sangat murah, kamarnya cukup bagus dan nyaman, kamar mandinya juga bersih, air panasnya juga bekerja. Sudah dapat sabun dan sikat gigi standard Kamarnya juga wangi. Hanya saja belum menyediakan alat pembayaran non tunai. Tempatnya agak masuk ke gang dan tempat parkirnya se-adanya, biasanya akan di taruh di depan rumah warga sekitar. Kalau cari tempat yang sekedar bermalam saja ini sudah cukup menurut saya."
RedDoorz near Plaza Simpang Lima,Antarez 4,3.0,"(Translated by Google) The price is cheap because booking through my subscription admin but the hotel just lacks maintenance 🙏 Btw, if you want to book/find a recommended Reddoorz hotel, you can go through the admin, which I often use via WhatsApp, this number is 087771803507 (Original) Harga nya murah karna booking lewat admin langganan saya tapi hotelnya kurang perawatan saja 🙏 Btw kalo mau booking/dicarikan hotel reddoorz yg rekomended bisa lewat admin yg sering saya pakai lewat w.a aja ini nomer nya 087771803507"
RedDoorz near Plaza Simpang Lima,Muhammad Lutfi,4.0,(Translated by Google) Budget prices for business trips are easy at low prices already have ac wifi stay 2 days 3 nights so it's easier for me to be helped by the sales directly 089636251545 hope it helps (Original) Harga budget perjalanan bisnis jadi mudah dengan harga yg murah udh ada ac wifi menginap 2 hari 3 malam jadi lebih mudah aku di bantu sama sales nya langsung 089636251545 semoga membantu
RedDoorz near Plaza Simpang Lima,Aji Buddi,5.0,(Translated by Google) A comfortable place for an economical price in the middle of the city. It's recommended. But keep in mind that the parking lot is limited to 2 cars and a few motorbikes (Original) Tempat yg nyaman untuk harga yg ekonomis ditengah kota. Recomended sih. Tpi perlu di ingat halaman parkir terbatas hanya untuk 2 mobil dan beberapa motor
RedDoorz near Plaza Simpang Lima,Didit Yuwonohadi,5.0,"(Translated by Google) Here lodging is a budget room, facilities cannot be compared to star hotels, but for backpackers the accommodation here is quite decent, clean, good service, but only 2 places to park the car, if it is full you can park on the street, but there is security, I recommend it for those looking for budget lodging. The location is a bit into the housing. (Original) Disini penginapan budget room, fasilitas tdk bisa disamakan dng hotel berbintang, tapi untuk backpackeran penginapan disini cukup lumayan, bersih, pelayanan bagus, tapi hanya 2 tempat untuk parkir mobil, kalo sdh penuh bisa parkir dijalan, tp ada sekuritinya, sy rekomendasikan untuk yg mencari penginapan budget. Lokasinya agak masuk ke perumahan."
RedDoorz near Plaza Simpang Lima,fuad nur fathurokhim,1.0,"(Translated by Google) I've booked for March 23 at 3 am.. but I want to check in straight away at 4 am the reason is that I can't and the room is full.. even though I see some rooms are still empty.. I don't have a problem getting charged or any additional charges The important thing is that my body can rest right away because it's far from out of town. Usually, I also order in several cities, Reddorz, ​​I can check in earlier, but why don't you charge the charge... please don't pretend to sell expensive services... I'm very annoyed with the reason the room is full but I see some rooms are empty.. For reddorz, ​​please check in earlier, not at 11 in the afternoon, choose the option earlier, thank you (Original) Saya udah booking buat tgl 23 maret jam 3 pagi.. tp sya ingin cek in langung jam stngah 4 pagi alesan nya ga bisa dan kmar penuh.. pdahal saya lihat bberapa kamar msh kosong.. saya ga masalah kena biaya cas atau tambahan brapa pun yg penting badan saya bsa istirahat langsung karna jauh habis dari luar kota. Biasanya aja saya juga pesen di beberapa kota reddorz bisa cek in lbih pagi tp gppa kna biaya cas... tolong pelayanannya jangan sok jual mahal lah.. kesal sekali saya dengan alesan kamar nya dah penuh tp saya lihat bebrapa kamar ada yg kosong.. Buat reddorz tolong buatin cek in lebih awal lagi jangan jam 11 siang pilihan opsi lebih awalnya.. makasih"
RedDoorz near Plaza Simpang Lima,Lady Rose,3.0,(Translated by Google) Book via booking.com doesn't match what is in the hotel. Order with breakfast but at the hotel he says it's different. Often so according to the recepcionist there. So bad ... Rough rooms like boarding houses. Mattress feels as per. Lack of ventilation. No kettle and tea / coffee maker. Staff are friendly. (Original) Pesan via booking.com tidak sesuai dg apa yg ada di hotel. Pesan dg breakfast namun di hotel katanya beda. Sering begitu menurut recepcionist disana. So bad... Kamar seadanya kayak kos2an. Kasur terasa per-nya. Kurang ventilasi. Tidak ada teko pemanas dan teh/kopi. Staf ramah.
RedDoorz near Plaza Simpang Lima,Desi Mulyasari,4.0,"(Translated by Google) (+) 1. Clean 2. Smooth water 3. Spacious corridors so do not seem stuffy 4. Can get a rooftop view 5. Mothers who look after are very sociable and want to be disturbed at night to help park the motorcycle. (-) 1. Towels are not ready when we check in. He said still in the laundry. ""I just contacted the laundry just now"" which means I don't know yet when the towel will arrive at us. You should at least have a duplicate of 3. Even though you want to be rushed and your roommate is taking a shower. We were told to look for towels ourselves in a room that was as relaxed as no one. But back to the 3rd floor it turns out all the rooms do not have towels. Come down again to the 1st floor to report to CS. Then we were given 2 towels (1 room 1 towel first he said). Make alternating sides of the towel, okay? How could Ms. CS tell the guests? Especially PHP. If it's not ready for the towel, just say it's not ready yet. Moreover, up and down floors 1 to 3 to 1 again to 3 again to find your own towel. I'm tired 😏 Even though we checked in at 16.00 you know. How come you don't know if the room you booked has no towels? 2. When I got the last ride, it seemed like the parking lot was full because of cars and minibuses. (Original) (+) 1. Bersih 2. Air lancar 3. Koridor luas jadi tidak terkesan pengap 4. Bisa dapet pemandangan rooftop 5. Ibu-ibu yg jaga sangat supel sekali dan mau diganggu tidur malamnya untuk membantu parkir motor. (-) 1. Handuk tidak siap ketika kami check in. Katanya masih di laundry. ""Ini barusan saya hubungi laundrynya"" yang berarti belum tau kapan handuk akan sampai di kami. Harusnya kan minimal punya rangkap 3. Padahal buru-buru mau dipake dan teman sekamar sedang mandi. Kami disuruh cari sendiri handuk di kamar yg selantai yg belum ada orangnya. Tapi balik ke lantai 3 ternyata semua kamar tidak ada handuknya. Turun lagi ke lantai 1 untuk lapor ke CS. Kemudian kami diberi handuk 2 (1 kamar 1 handuk dulu katanya). Buat bolak balik sisi handuknya kali ya? Bisa-bisanya mbak CSnya nyuruh-nyuruh tamu. Apalagi PHP. Kalo emang belum siap handuknya, bilang aja belum disiapin. Apalagi naik turun lantai 1 ke 3 ke 1 lagi ke 3 lagi buat nyari sendiri handuknya. Capek mbak 😏 Padahal kami checkinnya jam 16.00 lho. Masak ga tau kalo kamar yang sudah dibooking tidak ada handuknya? 2. Pas kebagian pulang terakhir sepertinya jadi parkiran sudah penuh gara-gara mobil dan minibis."
RedDoorz near Plaza Simpang Lima,boss dead,5.0,"(Translated by Google) Overall good ... Clean rooms, warm water there, cold air conditioning ... Very close to the intersection of five ... Anyway recommended for low budget hotels .... (Original) Overall bagus... Bersih kamarnya, air hangat ada, AC dingin... Deket banget sama simpang lima... Pokoknya recommended untuk hotel low budget...."
RedDoorz near Plaza Simpang Lima,Zen al Qien,2.0,"(Translated by Google) Entering the room smells of damp ... check the sheets the pillow smells bad ... ask to replace the pillow ... he said it had been replaced before ... at night the bed bugs that smell like klu were ""pites"" .. became ""blood donors"" overnight .. go back and forth -back waking up standby .. bitten by bed bugs .. it seems that there are no treatment to the point where there are lots of ticks parking only 2 slots for cars .. even then 2 slots are used for motorbikes .. finally parked outside the side of the road ... sorry yes I am giving a review as it is .. hopefully it will be the attention of the owner / manager (Original) Masuk kamar bau lembab.. cek sprei bantal bau kurang sedap..minta ganti bantalnya.. katanya sudah diganti sebelumnya... eh malamnya pada keluar kutu kasur yg bau klu di ""pites"".. jadi ""donor darah"" semalaman.. bolak-balik bangun siaga.. digigit kutu kasur.. sepertinya tidak dilakukan treatment sampai bgt banyak kutu nya parkir cuma 2 slot buat mobil.. itupun 2 slot terpakai buat sepeda motor.. akhirnya parkir diluar sisi jalan...kecewa deh..maaf ya saya memberikan ulasan apa adanya.. semoga menjadi perhatian pemilik/pengelolanya"
RedDoorz near Plaza Simpang Lima,Sultan Tamara,5.0,"(Translated by Google) This is a strategic place close to the entrance of Telogorejo Hospital and there are many choices of snacks outside the alley. Even though the place is in the alley, the access is easy and close to the city center of Semarang, namely Simpang 5, Citraland and Baiturrahman Mosque. Red Doorz also provides breakfast, aka breakfast for those who don't bother buying food out of the hotel. Before 7 o'clock, breakfast is usually delivered and the guards or receptionists are delivered to the customer's room. How to order Breakfast at Red Doorz is really easy, just select the include breakfast menu in the application when we book a room. How to pay is also easy to pay at the hotel or via transfer. Simple anyway (Original) Disini tempatnya bener bener strategis dekat dengan pintu masuk RS Telogorejo dan banyak pilihan jajanan makanan diluar gang. Biarpun tempatnya didalam gang tapi akses nya mudah dan dekat pulabdengan pusat kota Semarang yaitu Simpang 5, Citraland dan Masjid Baiturrahman. Red doorz ini juga menyediakan sarapan pagi alias breakfast buat yang ga mau repot-repot beli makanan keluar hotel. Sebelum jam 7 biasanya breakfast makan pagi sudah diantar dan oleh penjaga atau resepsionis diantar ke kamar pemesan. Cara order Breakfast di Red Doorz itu gampang kok, tinggal pilih aja menu include breakfast di aplikasi pas kita memesan kamar. Cara bayar nya juga mudah bisa pay at hotel ataupun via transfer. Simple pokoknya"
RedDoorz near Plaza Simpang Lima,Sofyan Hidayat,3.0,"(Translated by Google) The price is according to the quality, for those who take a car there is no parking space (Original) Harga sesuai kualitas, bagi yg naek mobil ga ada tempat parkirnya"
RedDoorz near Plaza Simpang Lima,Isna,5.0,"(Translated by Google) The place is like a boarding house, the parking lot is narrow, located not far from the intersection of five. The room was clean, there was no telephone in the room, it was a bit of a hassle when I got the 3rd floor room, I had to go up and down the stairs. Wifi does not arrive in the room, it must be outside the room. (Original) Tempatnya seperti kos2an, parkirannya sempit, terletak tidak jauh dari simpang lima. Kamarnya bersih, tidak ada telepon di dalam kamar, agak repot juga waktu dapet kamar lantai 3, harus naik turun tangga. Wifi tidak sampe di dalam kamar, harus di luar kamar."
RedDoorz near Plaza Simpang Lima,SEMESTA CIPTAGRAHA,2.0,(Translated by Google) I live in Room 107 and the bathroom has a leak from the top of the closet exhaust pipe hole. And the water drops very heavily when above is using the closet so we can't use the bathroom... it's dangerous and dirty and the leak must be repaired immediately. . (Original) Saya tinggal di Kamar 107 dan kamar mandinya ada bocor dari atas lubang pipa buangan closetnya .dan jatuh kotoran airnya deras sekali saat diatas sedang gunakan closetnya sehingga kami tidak bisa gunakan kamar mandi tersebut... bahaya dan jorok sekali serta harus segera diperbaiki kebocorannya segera..
RedDoorz near Plaza Simpang Lima,darmono ajie,4.0,"(Translated by Google) Even though to get to this place you have to go through a narrow alley / one of the cars has to give in, btw the place is quite nice, clean, comfortable and quiet. If it's a full book, the parking area can't accommodate many cars. The service is good, equipped with CCTV. (Original) Meski menuju tempat ini harus melewati gang yg sempit/salah satu mobil mesti mengalah, btw tempatnya cukup bagus, bersih, nyaman dan tenang. Klo pas full book, area parkir tdk bisa menampung banyak mobil. Pelayanan nya bagus, dilengkapi cctv."
RedDoorz near Plaza Simpang Lima,Muthia Tesla,1.0,"(Translated by Google) Book a room here because of the good ratings and comments. But unfortunately when I came there directly, the receptionist was not in place, so wait for a long check-in. And when there are problems, the receptionist is less responsive to solve them. I'm disappointed (Original) Pesan kamar disini karena liat rating dan komentarnya bagus. Tapi sayang pas datang kesana langsung, resepsionisnya ngga ada ditempat, jadinunggu untuk cek in lama. Dan saat ada masalah juga resepsionisnya kurang tanggap untuk menyelesaikannya. Kecewa sih"
RedDoorz near Plaza Simpang Lima,Tiara Apriyani,5.0,"(Translated by Google) The hotel is cheap, yes for the size in the middle of the city, unfortunately the cleanliness is still lacking. The view on the top floor is really good btw (Original) Hotelnya murah ya untuk ukuran di tengah kota, sayang kebersihannya masih kurang. View lantai atasnya bagus banget btw"
RedDoorz near Plaza Simpang Lima,Raja Phone,1.0,"(Translated by Google) I made a reservation for Reddoorz near Plaza Simpang Lima but when I was going to check in, I was told to go to Reddoorz near the Old City Tour The point is really disappointing (Original) Sy reservasi reddoorz near plaza simpang lima tapi ketika sy akan check in malah disuruh ke reddoorz near wisata kota lama Inti nya mengecewakan banget"
RedDoorz near Plaza Simpang Lima,ila rizky nidiana,4.0,"(Translated by Google) Prices start from 150 thousand per night. Near the intersection of five. Just walk, it arrived. Near here there are cheap food stalls. Prices per serving start from 8 thousand rupiahs. So don't bother looking for food. Hehe (Original) Harga mulai dr 150 rb an per malam. Deket dr simpang lima. Tinggal jalan kaki aja juga nyampe. Deket sini ada warung makan murah meriah. Harga per porsi mulai dr 8 rb an. Jd ga usah jauj2 nyari makan. Hehe"
RedDoorz Plus near Paragon Mall Semarang,Tine Christine,3.0,"This is a budget hotel and I really like their concept (like an studio apartment), the 1st floor is toilet area and they provide a simple dining table there and kitchen sink. The 2nd floor is only for sleeping (a bed, TV and a small cabinet). I don't recommend this room for family with young children because not practical (if you/your kids want to pee / take a shower you must go to the 1st floor), their bath mat is not suitable for a bath mat, I think it suitable for outdoor only because it don't dry your feet. The outside area of the room is not comforting, when we want to go to our room we need to pass by a corridor that sometimes full of people (staff?) that smoking and chatting. Their bed sheet are also a bit stinky. I recommend this for solo traveler and someone who don't mind all of this because the area is near from everywhere and not crowded"
RedDoorz Plus near Paragon Mall Semarang,Louis Raymond (ccxex29),3.0,"The place is fine but there are problem which are acceptable for its price range. the first is mosquitoes and flies (not too many), second. toilet cleanliness (still can be considered clean enough), third. not so good heater, fourth, payment limitation. they accept cash only, fifth room design is somewhat limited but still nice and tidy. cant give much of a complain. another bad thing is that the people are smoking at the prohibited area and we got a neighbor that is very noisy. we told the hotel but they didn't seem to care as they themselves do so."
RedDoorz Plus near Paragon Mall Semarang,Michael Richard Herdady,4.0,"Very reasonable price (I got 215k IDR per night) for a 2-stories room equipped with 2 queen size bed and 2 bathrooms. Water heater, free Wi-Fi, and friendly staff is a plus, but lack of parking space."
RedDoorz Plus near Paragon Mall Semarang,Shannon Leonette,4.0,"I really loved staying in this place. It felt like home. The staffs were friendly and helpful. The room was spacious. Yet, the bedsheet was dirty and smelled fishy. Also, I wished that they use TV cable. It was boring to watch some local TV channels only, to be honest. And one thing that made me uncomfortable is that they asked for IDR 100K deposit money. What was that even for?! Eugh.."
RedDoorz Plus near Paragon Mall Semarang,Ony 刘宇恩 (ony3345),5.0,"Everything is okay but wifi connectionNearby activities: Food stalls, convenient storeRooms: 5/5 | Service: 5/5 | Location: 5/5Hotel highlights Quiet, Great value …More"
RedDoorz Plus near Paragon Mall Semarang,Insaan Khairan,4.0,"This place is quite good to stay with affordable price. It has cozy room, with television and air conditioner. It's also have hot showers and free Wi-Fi. But it's have small parking lot."
RedDoorz Plus near Paragon Mall Semarang,Didi Stiawan,3.0,The properties is good maintaining but the staffs need to improve skill about hospitality. Went booked and missed on OTA system update that made me wait to long in the receptionist desk and tiredRooms: 4/5 | Service: 2/5 | Location: 4/5 …More
RedDoorz Plus near Paragon Mall Semarang,Prio S,4.0,low rates hotel with good services. hot bath and full amenities. speed internet wifi. to housekeeping please clean under the bed.
RedDoorz Plus near Paragon Mall Semarang,adelita luisa,3.0,"the room itself is ok. but the smoke keep entering our room, which nonsmoking room. stayed for 2 nights, and it happened all day. really make me upset and hotel couldnt do anything..😑"
RedDoorz Plus near Paragon Mall Semarang,Moh Baitur Rachman,5.0,"Awesome place. Clean, comfy, cool minimalist interior and spacious. Good atmosphere. Overall 9/10."
RedDoorz Plus near Paragon Mall Semarang,Didit SK,4.0,"Big room with queen bed and sofa bed, good hot shower and air conditioning, but small parking area."
RedDoorz Plus near Paragon Mall Semarang,agung rulianto,1.0,Already book and confirm via agoda. But no room when my family arive. Suck experience. NO MORE RedDoorz
RedDoorz Plus near Paragon Mall Semarang,Lucy Tjandra,4.0,Room is great and clean. The only minus thing is there is no sink in the room.
RedDoorz Plus near Paragon Mall Semarang,Yulia Chandra,4.0,"All is good, btw ga ada wastafel'nya 😅"
RedDoorz Plus near Paragon Mall Semarang,Yudi Kupretz,5.0,"Small hotel, very honest staff and crew, clean room very worth the price"
RedDoorz Plus near Paragon Mall Semarang,Budi Handoko,5.0,Must improve cleanRooms: 4/5 | Service: 5/5 | Location: 5/5 …More
RedDoorz Plus near Paragon Mall Semarang,Abram Adityawarman,4.0,"Good place for rest, but the electricat not to safe"
RedDoorz Plus near Paragon Mall Semarang,Chandra Wijaya,5.0,"Best price, best homtel, and pretty good service. Satisfied!"
RedDoorz Plus near Paragon Mall Semarang,Bagus Ferriyanto,5.0,Cozy place.. But nearby trash collection trucks.
RedDoorz Plus near Paragon Mall Semarang,cahyo ardhi,5.0,Clean room and good service
RedDoorz Plus near Paragon Mall Semarang,Kesha Iskandarsyah,3.0,"Clean room, worth the price"
RedDoorz Plus near Paragon Mall Semarang,Krishna Kumar,3.0,A budget hotel with decent room
RedDoorz Plus near Paragon Mall Semarang,Iwan Budidharma,5.0,its about 10 minutes by car to the mall
RedDoorz Plus near Paragon Mall Semarang,Untung Sapto,4.0,"Couldn't ask for more, is a budget Hotel"
RedDoorz Plus near Paragon Mall Semarang,yudhistira firmansyah,4.0,Amazing
RedDoorz Plus near Paragon Mall Semarang,Nanang Dwiwidagdo,5.0,Special Family room
RedDoorz Plus near Paragon Mall Semarang,Heksa Wulandari,4.0,Near the most famous Leker Paimo
RedDoorz Plus near Paragon Mall Semarang,Flanker List,1.0,Recommended only for backpacker
RedDoorz Plus near Paragon Mall Semarang,Jovian Bram,4.0,"Clean, the service is good...👍"
RedDoorz Plus near Paragon Mall Semarang,Mohanad alkharalla,5.0,Beautiful and very clean
RedDoorz Plus near Paragon Mall Semarang,Teguh Santoso,3.0,OK
RedDoorz Plus near Paragon Mall Semarang,rizki fazrul,5.0,Nice place for backpacker
RedDoorz Plus near Paragon Mall Semarang,Refli Mondri,3.0,Good for family
RedDoorz Plus near Paragon Mall Semarang,Nindiin,5.0,Idk
RedDoorz Plus near Paragon Mall Semarang,EmmanueL Ang,4.0,Good
RedDoorz Plus near Paragon Mall Semarang,KDS Studio,5.0,Comfort
RedDoorz Plus near Paragon Mall Semarang,Theimers,4.0,Great hotel
RedDoorz Plus near Paragon Mall Semarang,Irene Vee,5.0,Comfortable Place 🖤🖤🖤
RedDoorz Plus near Paragon Mall Semarang,Michael Kueain,5.0,Comfortable
RedDoorz Plus near Paragon Mall Semarang,Om Yayaks,4.0,"(Translated by Google) Good hotel. Clean place, clean mattress and toilet. Easy parking. Fast service. There is cold and hot water for showering. Unfortunately in the morning, the water comes out small and often turns off. The reason is that it is filling the reservoir but waiting for 2 hours is still small the water discharge from the shower. And it's good to provide a heating kettle or at least a heat dispenser. For guests if you want to make hot drinks or instant noodles. Near a temporary garbage disposal so outside the hotel it smells of garbage. Other than that it's good. Walk a bit there is delicious and cheap soto. (Original) Hotel yang bagus. Tempat bersih, kasur dan toilet bersih. Parkir mudah. Pelayanan cepat. Ada air dingin dan panas untuk mandi. Sayang ketika pagi, air keluar kecil dan sering mati. Alasannya sedang mengisi bak tampung tapi ditunggu 2 jam tetap kecil debit air dari showernya. Dan baiknya disediakan teko pemanas atau minimal dispenser panas. Untuk tamu jika ingin membuat minuman panas atau mie instant. Dekat pembuangan sampah sementara sehingga diluar hotep baunya sampah. Selain itu bagus. Berjalan kaki sedikit ada soto enak dan murah."
RedDoorz Plus near Paragon Mall Semarang,Lady Utami Adegsi,1.0,"(Translated by Google) Its a big NO for staying here. Check in at 2 am, at 7 am already knocking asking for a reservation in whose name, huh??! Disturb! Dr. morning the water died, back and forth asked, he said he was filling it. Even though the water line was broken. At 10.30 we were offered to change rooms, there was water. When I take a shower with the children, the water dies. Like it or not, I'm angry asking for a gallon of water. After taking a shower, drying my hair using a hairdryer, and the electricity was running. At 12 o'clock I was knocked and told to check out, yes I know it's time, but how do I checkout on time while all the problems are from the inn, there's no recovery service anyway (Original) Its a big NO for stay here. Check in jam 2 pagi, jam 7 udah ketok2 nanyain reservasi atas nama siapa, hah??! Ganggu! Dr pagi air mati, bolak balik nanya katanya lagi ngisi. Padahal saluran air nya rusak. Jam 10.30 ditawarin ganti kamar, ada airnya. Pas mandi sama anak2, air mati. Mau ga mau saya Murka minta air segalon. Abis mandi, ngeringin rambut pake hairdryer, dan listrik ngejegleg. Jam 12 pas diketok2 suruh check out, iya tau udah waktunya, tp gmn caranya checkout on time sementara kendala dr pihak penginapan semua, udah itu ga da service recovery pula 👎"
