restaurant_name,name,rating,review
McDonald's,Hadi Purwanto,5.0,ℙ𝕖𝕝𝕒𝕪𝕒𝕟𝕒𝕟𝕟𝕪𝕒 𝕚𝕤𝕥𝕚𝕞𝕖𝕨𝕒... 𝓜𝓾𝓵𝓪𝓲 𝓭𝓪𝓻𝓲 𝓶𝓪𝓼𝓾𝓴 𝓹𝓪𝓻𝓴𝓲𝓻𝓪𝓷 𝓼𝓪𝓶𝓹𝓪𝓲 𝓹𝓲𝓷𝓽𝓾 𝓴𝓮𝓵𝓾𝓪𝓻 𝓹𝓮𝓵𝓪𝔂𝓪𝓷𝓪𝓷𝓷𝔂𝓪 𝓶𝓮𝓶𝓾𝓪𝓼𝓴𝓪𝓷. 𝚂𝚊𝚗𝚐𝚊𝚝 𝚛𝚎𝚌𝚘𝚖𝚖𝚎𝚗𝚍𝚎𝚍. 𝕾𝖆𝖓𝖌𝖆𝖉 𝖒𝖊𝖒𝖚𝖆𝖘𝖐𝖆𝖓.
McDonald's,HORCRUX RELIKUI,5.0,I visited in Pamulang Any self service with big screen and the staff is very helpfull Sometimes the other visitor are rude and looking at the visitor who alone. Hope people more respect with other in the future.
McDonald's,Adyatma Gusti,5.0,"The foods are served fast. The place is clean. It has indoor, outdoor, and playroom for children too. Open 24-hours. Nice place for hangout with your gang."
McDonald's,Ms. Poe Agustina Putri,4.0,The best fast food ever. New menus for all family members. Easy bite and order. Nice
McDonald's,Anastasia Adristri,5.0,"They provided a self-service mode. You can order the meal using a giant screen near the entrance. The accept cashless method or cash as payment. After you finished your order, they will served it to your table."
McDonald's,Astina Dhianadia,5.0,This place is cleanThe service is okThe best restaurant when Im hungry after back to school
McDonald's,Feri Lupiana,5.0,I had an early breakfast here. The service is good even it was too early morning.
McDonald's,Wildan Yudhanto,5.0,"I rarely sit in, but did so for a change. Had a meal, which actually was fine. Usual issues with slow staff, busy car park and oafs in the restaurant, but set them aside and you get what you expect from a McDonald's. Food was hot. Plenty of sauce and the table was clean. It is always good when your tray matches the order ad pleasantly on this occasion they got the order right as well. Okay this is the finest mcdonald’s outlet if you all choose the comfort mcD place in semarang. I hope i can guide you all so good. Have nice day..."
McDonald's,yedija jody,5.0,Good place to chill and eat whenever you're alone or with your friends
McDonald's,Evan Dewangga,4.0,"Clean, drive-thru facilities, fast service and in not so crowded road."
McDonald's,Believe N follow,4.0,"- Take a break while crossing towards solo from Semarang. - Fresh served and attentive staff. - Welcoming staff with smiling face. - Clean 👍🏻 - The building looks small but it’s long in length with all basic facilities provided by McD everywhere . Such as Free toilet, Wifi n free parking but of course it’s indonesia, and here people earn money in free from parking, so if u want ? U can give money to guard 😇"
McDonald's,Kimihiro Watanuki,5.0,"such lovely place to hang out, i'm lovin' it more 'n more..😍"
McDonald's,Nusantara selamanya,5.0,"Good service, clean, a great place to spend time with friends or family"
McDonald's,luke 321,5.0,spicy chicken enakkk hahaha
McDonald's,aurashka sn,4.0,"Nice place, but parking lot space is horrible"
McDonald's,Dwi Eflatino,3.0,It took half hour to prepare the order.Not really fast food.
McDonald's,Hanna Kumalasari,5.0,Clean place. Nice place.
McDonald's,Alma Muncar,5.0,McD is always be my son favourite place to eat his lunch after school
McDonald's,Gracia Eunike Mongkol,5.0,It's quite busy on Sunday night but the foods all good and great service!
McDonald's,Wibowo Sugiarto,5.0,Typical fast food restaurant. Nice lay out. They provide drive thru as well. The only thing that I don't agree is that they don't serve burgers during breakfast time. Why??? Let people decide what they wanna eat. You can just serve burgers all the time.
McDonald's,Stanley Adrian,4.0,"Just like the typical Mc'Donalds, but this one is quite small for a 2 storey restaurant. The place meets most of the standards for a Mc'Donald."
McDonald's,Budi Santosa,4.0,Cozy fast food restaurant. Near airport.
McDonald's,icha latte,5.0,More place for smoking area so you can bring more friends here 🍟🍔😍
McDonald's,Auladi Februarrahman,5.0,"Affordable place for lunch, parking area representative, very strategies place. Please obey Health Protocol for dine in."
McDonald's,Zidna Azzahra,4.0,Good taste ❤❤❤
McDonald's,Nasrul Fajri,4.0,"Actually it has a good vibe...but, the cashier was a bit pushy when I was about to do the payment using my shopeepay...it took some time cuz I need to transfer from my bank account to shopeepay.... Disclaimer: I'm an avid user of debit card....it's very rare for me to use shopeepay"
McDonald's,Nad,5.0,Best place for breakfast
McDonald's,gusti hasta,5.0,A nice place to brainstorm some ideas.
McDonald's,Theodora Rini,5.0,"This place is quite small compared with the other McDonald restaurants. The parking lot needs a bigger space. However, the taste was still the best. The cleanliness is superb. The staffs were nice. It is also a bright and lovely fast-food restaurant."
McDonald's,Okky Wijaya Suprana,4.0,"Good place, simply, & hot parking if you going here in 10 am till 3 pm"
McDonald's,Heru Widjaksono,5.0,"You can order your meals without shout it, just choose it on the app and take it after ready"
McDonald's,koetjaj,5.0,Fast food in town 24 hrs
McDonald's,Fadila Puspa Sari,4.0,Good service but this place have limited area to eat in here
McDonald's,Yanto Sutrisno,3.0,"Professional handling, good staff service, good ambience of chain resto as McD standard, limited parking space."
McDonald's,astika jw,5.0,Favotite snack
McDonald's,Hafizhah Zahra Farhani,5.0,"A place to eat and relax that is comfortable to visit with friends, boyfriends and family with friendly service too"
McDonald's,Bayu Prasetyo,4.0,"Small Place, but Good Foods..... Mekdi gitu loh..."
McDonald's,Gabriella Saridewi,4.0,Clean and comfortable enough. But maybe need improvement in the services. The workers need to be more responsive and faster when customer ordering the meals. 👍
McDonald's,Agus Mulyono,4.0,"The place and facility is good, clean, and well maintained. Forever we have to wait too long for a fast food restaurant.. The flour of the fried chicken is a bit too much as I find the flour under the skin just like ""bakwan """
McDonald's,Alfan,5.0,That was the place when i first met the girl that my friend introduced me. Such a good place to talk n have meals at the same time.
McDonald's,ical gunawan,5.0,i don't know why i always visit here when i go touring to bali..i always like to stay longer while go eat and charging my energy.. the place is so clean.
McDonald's,Vera Harludi,5.0,"They only serve breakfast food and rice-chicken combo before 11. Clean, well managed."
McDonald's,Dwi Rachtomo,5.0,Good place for a quick meal n mcdonalds lover
McDonald's,rizqi dini hari,4.0,“I’m Lovin’ It
McDonald's,lila cyclist,4.0,"A not bad place to stop by and have some munch, either with friends or family :)"
McDonald's,Nisa Aulia,5.0,Mcd my favorite fast food restaurants. Their Mc Spicy is the best.
McDonald's,Andreas Freddy Pieloor,4.0,"Cool place, but the toilet is only one both for man n woman."
McDonald's,Harum Amalia Sandi,5.0,Best wifi connection!Love to spend time here with some Mc'Donalds' snacks.
McDonald's,Albert Budiyono,3.0,Place not so clean & standard service from waitres. Need improvement.
McDonald's,Benny Novianugroho,5.0,"open 24 hours, best place when you don't know what to eat at night"
McDonald's,Ursula Li,5.0,"I usually come here for breakfast. The service at early morning hours tends to be slower and a bit disorganized. I think this is due to a long queue for GoFood, Grab Food, and Drive Thru. But, their overall service remains quite friendly. EDIT: Great health protocol during this pandemic: temperature check, reminder for washing hands or using hand sanitizer, seat distancing & check-in using Peduli Lindungi. Now have self service kiosks: more convenient and faster to order."
McDonald's,vincent suprana,1.0,"Worst mc donalds ive ever been! Rude staff, bland tasting food. 😥"
McDonald's,R.N.F.P ramanurfp,4.0,"Really great place to hang out ,or just wanna have some quick meal"
McDonald's,Davids Kristianto,1.0,"Bad service, make sure your meal at drive through are completed!"
McDonald's,unique stephanie,5.0,"Super fast serving, super good service"
McDonald's,Veiz,5.0,"Nice place for hangout with your friends, and there is a kids corner in the second floor."
McDonald's,Denisa Apriliawati,3.0,Their drive thru service was good. It’s quite fast we don’t have to wait long. However the drive thru lane was so narrow so it’s quite uncomfortable. I ordered ice cream sundae and it’s the best. There’s also a tukang parkir who’s there to help us cross the road.
McDonald's,Ilyas Kurangkerjaan,2.0,"Hm don't want to be rude but once I ordered tea they gave me hot water without anythinh, like why though, also once I ordered burger it cane without lettuce"
McDonald's,Steven Lee,1.0,"Was dissatisfied with the quality of the French fries that was given to me... Dark colored and hard, basically leftovers. Not fresh. C'mon guys.."
McDonald's,Ryna Setyana,4.0,Spicy chicken best
McDonald's,Yokhanan PRASETYONO,5.0,"24 hours open, good place to choose when we hungry at night"
McDonald's,tofa zakie,2.0,Good meal but bad service. Foods come 1 hours after order and you should remind the waiters
McDonald's,Drowning Fish,5.0,Good service and comfortable to do homework with friends here
McDonald's,Tiffany Johnson,5.0,We ate here almost every day for lunch! Food is always hot!
McDonald's,Muhammad Alif Farchan (Java Boy),3.0,"Your usual McDonald's, place is comfortable enough with pretty small parking spots especially for cars"
McDonald's,Makne Rayhan,4.0,cozy place but limit space for drive thru
McDonald's,Sir Kus,5.0,Just like another mc Donald. Nice one
McDonald's,Ivan,1.0,"I got raw chicken and I asked them to change it.. But instead, they refried it but still uncooked inside... Very bad service in mc donnalds I have ever been"
McDonald's,Beng Welem,5.0,A good place to enjoy your day
McDonald's,Dian Prastya,5.0,Comfy smoking zone
McDonald's,Sandi Nugroho,4.0,24 hours place to eat
McDonald's,Widi Elma,5.0,So crowded but the staff can handle it very well
McDonald's,Farhan Ibnu,5.0,Nice place to have qt with your friends
McDonald's,jodi pati,5.0,"Nearer to airport, and near gasoline station, so nice for eat before or after airport"
McDonald's,asprilla wahyu dona dony,5.0,"fast service, friendly staffs. I'm lovin' it."
McDonald's,Amalia Nur Adibah,5.0,Nice place for hungry people at night
McDonald's,bud Hall,5.0,Like all Mc Ds food is GREAT
McDonald's,HADI S,3.0,"it have limited parking lot, and you might get stuck even to go drive thru... everything else is standard for McD..."
McDonald's,Iman Awaludhin,3.0,"im sorry but the crispiness is gradually fading for about the last 5 years,, last time doesnt crispy at all and a bit salty"
McDonald's,Dzikrina Anggie,4.0,"Eventhough in high hours, i always manage to get a seat. Love the mc coffee!"
McDonald's,Irene nadira,5.0,My fav menu: ice coffe jelly float 😉
McDonald's,felix dharmastya Wirastria,4.0,Standart McDonald's food. If there is pronotion food here is kinda cheap though
McDonald's,"Benito P S Psi, M Psi, Psikolog",5.0,Good place for hang out with friends or work
McDonald's,Yayuk Rahayu,5.0,Ayam gulai McD is the best taste. Like it…👍👍
McDonald's,Stephan's,5.0,Nice place for quick dine and plenty of parking lots
McDonald's,Erna Irawati,5.0,"Fast respon, n yummy. Recommended seller"
McDonald's,Fine Choco,4.0,Overall are good just like any other mcd. BUT the drive-thru section are too NARROW ex. Alphard/ long wheelbase car might be very careful while taking drive-thru
McDonald's,Mandiri Frozen,5.0,Drive through aja
McDonald's,Husnul Cut,4.0,"Good place to hang out, there's a wifi too..but the playground isn't comfortable for kids to play because it's too small.."
McDonald's,ihda usria nuril ilmi,4.0,Fast service
McDonald's,Aisyah Khairunnisa,5.0,Good place. Nice playground
McDonald's,Callista Chloe,4.0,Drive thru space too tight. Limited parking area
McDonald's,Ganang Widodo,5.0,"Just waiting for my wife's flight schedule, located near the ahmad yani airport, next to a gas station.."
McDonald's,Yulbis Aridan,5.0,"Great location, very close to my place"
McDonald's,good nite,5.0,Nice for lunch
McDonald's,Rizki San,5.0,Last order jam 23.
McDonald's,Haris Harahap,4.0,Ok
McDonald's,AFMARO Parifina,5.0,Drive thru nya rame..
McDonald's,Wisdiyan Aquila,5.0,Cozy place to have hangout with friends
McDonald's,Nhate Rivra,5.0,Plus: - High healthy protocol - Cozy places - Kind employes - Open Early although inside a mall (7.00 AM)
McDonald's,Anthony Zeng,5.0,High standard maintained correctly.
McDonald's,Oscar Marino,2.0,"No ice cream, machine is not broken and i saw people brought them out however when it gets to my turn, the staff said the ice cream is not ready"
McDonald's,Kimihiro Watanuki,5.0,"the place is so fine, their employees are so well educated, kind & humble,they serve with heart,thanks..☺️"
McDonald's,Galih Kartiko Aji,5.0,Food is pretty much mcD as usual
McDonald's,Mayang Mutiara,5.0,"it is a good place to take a snack or ice cream or a quick meal. its clean and the air conditioner is fine. same like any other mcdonalds. also have the room for any party held without bothering other consumer. but what I like the most is the ice cream you get a whole stand just for buy ice cream only. great good, been there before gonna get there again soon"
McDonald's,adinurul hasani,5.0,Nice. Order for breakfast in early morning.
McDonald's,stella meryl,5.0,usual mcd. the place full with family but quite empty on weekdays. have playground for kids that dont want to eat but just want to play. there is indoor AC and outdoor non AC area. If you just want ice cream you can buy at the outdoor counter
McDonald's,Ivanka Aknav,5.0,Good
McDonald's,Atika Djadi Putra,5.0,"New taste, so yummy. You must try that 💕"
McDonald's,THE MASK RIJAL,5.0,The food is very good
McDonald's,MS,4.0,"The food is good if u r a junk lover, I love the staffs they r sooo friendly n informative. They let me know the discount programm without I even asked."
McDonald's,Purba S.TP.,5.0,Very attractive place to visit
McDonald's,Agus B. Cahyono,5.0,Enax...Food: 4/5 | Service: 3/5 | Atmosphere: 5/5 …More
McDonald's,safira khoirunnisa,5.0,Potatoes and ice cream in that place are very tasty. Suitable for gathering places together. And has a lot of food variations
McDonald's,Desty Duaide (DD),4.0,Lets talk about M.... emmmm.. Haha... Enyak
McDonald's,pencuri nutrisi,5.0,I had a nice date here
McDonald's,Vicky Ayyubi,5.0,"here it is recommended for people who like western food and prefer taste rather than quantity, the place is also clean"
McDonald's,Tendian Febriagazi,4.0,Good
McDonald's,Gatot Subroto,5.0,Ok
McDonald's,Asti Soemaatmadja,5.0,Favorite
McDonald's,Dhika Arjuna,5.0,Top
McDonald's,Henry Lie,5.0,Ok
McDonald's,Rudi Wibowo,4.0,So Good!
McDonald's,bacot ngentot,5.0,best
McDonald's,Tepan Gaming (Tepan Gaming),5.0,Same like any other McD. Great services and it's good for groups.
McDonald's,avr tov,2.0,Please pay attention to higiene. The restaurant smells very unpleasant.
McDonald's,Sagar Vidya,3.0,Ambience is good. Separate play area for children is available.
McDonald's,Fatnawati N H,5.0,Always.. ice cream nomero uno
McDonald's,Pinecone Archon,4.0,Regular McD's store. It's rather small though and the queue at the ice cream counter can be nasty.
McDonald's,Hani Sajogo,4.0,😍
McDonald's,Kurmalicious Drink,3.0,Another fast food resto.. But burger king is better 😁
McDonald's,Haris Harahap,4.0,Ok
McDonald's,wawan priyanto,5.0,Prokess no 1.. siplah
McDonald's,Loise Vee,5.0,Good service
McDonald's,Semestacom service,5.0,I Like SUNDAY ICE CREAM
McDonald's,Muhammad Saefudin,4.0,Good place to have a quick bite especially during late at night.
McDonald's,Rinno Novaldianto,5.0,I fall in love with the double cheeseburger ❤️
McDonald's,Franz Heri,5.0,nice place for kid's
McDonald's,Adelia Erlita Putri,4.0,Good as usual. But so crowded during the weekend
McDonald's,sesilia ina,5.0,Delicious
McDonald's,Jeff Hahn,3.0,Always low in stock... Takes a lot of time to order a single piece of chicken
McDonald's,Zam Kun,5.0,Sip
McDonald's,aurashka sn,4.0,Just like any others mc donald.. Indoor and outdoor..
McDonald's,Kiki Maliana,4.0,"good service, and standart mcd's meal.."
McDonald's,setyani setya,5.0,Ok
McDonald's,Lailatul Arofah,4.0,The ice cream was delicious
McDonald's,Cornelius Joko Kristanto,3.0,Pretty small for a McD which makes the air circulation bad.
McDonald's,FAJAR pramodyo,5.0,Good job
McDonald's,ary muria,5.0,Good
McDonald's,Hindiantoro Hindiantoro,4.0,Ok
McDonald's,Rendi A (r.afta),4.0,Nice place to bring your kids around..
McDonald's,Agung Sumbhada,5.0,very good
McDonald's,B M,5.0,"Clean place, fast serving food"
McDonald's,tinton bagustriyoko,5.0,"Mekdi, fast food"
McDonald's,Kusuma Ratu,3.0,Still our favorite for quick lunch....
McDonald's,Budi Fitriyanto (gundhol),4.0,No bad
McDonald's,ANTON BUDYASTO,4.0,In this place i am very 2 comfort
McDonald's,PAPI ARSY,5.0,nice place to eat ice cream...
McDonald's,Verdei Ereco,5.0,Fast food
McDonald's,Yosaphat Benny Suryaningpram,5.0,The price of the things here is affordable.
McDonald's,Patrick Yesandro,5.0,Relax place and feel homie 😎
McDonald's,Agil Saputro,5.0,Best thing about mcD is ice cream
McDonald's,el agustina,4.0,Lil bit crowded. But ok
McDonald's,Aditya Bast,5.0,Always McDonald my favorite menu...
McDonald's,Agus Hartono,4.0,Just like any other McD's
McDonald's,Inoenk Succes,4.0,Im lovin it
McDonald's,David KepitingBagan,4.0,Good for quick lunch
McDonald's,Ananda Haidar,5.0,Ok
McDonald's,Dzea Ulfath,5.0,Good
McDonald's,af is,3.0,"At times, it is too crowded there.."
McDonald's,Agung Nugroho,5.0,Good taste and services
McDonald's,Viqi Sajidah,5.0,Nice
McDonald's,ZAIN MUSTHOFA,2.0,I m not a McD lover
McDonald's,Adhi Priharmanto,5.0,I'm Lovin' it
McDonald's,Herdito Tamami,5.0,fast food
McDonald's,Yoko Widiatmoko,4.0,not bad lah
McDonald's,elfina vina,3.0,Just good
McDonald's,Roy Anggara,5.0,Fast food
McDonald's,Sultan Tamara,5.0,Mc D
McDonald's,kho lukas,4.0,Good meal
McDonald's,Heri Setiawan,5.0,not bad
McDonald's,Ananda Ilhami AW,5.0,Great place to eat
McDonald's,Leon L,5.0,fast food
McDonald's,lewat email,1.0,It was smell bad..indoor
McDonald's,Putri Isnayni Dewi,4.0,Good place to hangout
McDonald's,Lia Haryanto,5.0,Happy meal addicted
McDonald's,Gretta Wulandari,4.0,I meet my friends here 😍😍
McDonald's,Margiono Wagiman,5.0,Good
McDonald's,Sutopo Cahya Santosa,5.0,Standard McDonald ... Nothing else
McDonald's,Mae Ummu Abdillah,5.0,So delicious 👌
McDonald's,Hikari Theng,5.0,Indoor and outdoor are available
McDonald's,Alexa ER,3.0,Serviced good overall good
McDonald's,Kannyaka Anindya Hapsari,5.0,mcd never fail
McDonald's,BISNIS MOMENT2U,4.0,Fine.
McDonald's,Meisaroh Sukardi,5.0,Almost full everyday
McDonald's,Stefani Lauren,5.0,
McDonald's,Johan Eko Purnomo,4.0,not so great
McDonald's,Ardian new star,5.0,Mcd
McDonald's,Rohedy Tityana Riezki Jodisaputra,5.0,im loving it!
McDonald's Majapahit Semarang,Anthony Kuzelj,4.0,Indonesia McDonald's with lots of rice on the menu. Breakfast only is served until 11:00 then other options are available. Names on menu different from USA menu. Quarter pounder is cheese burger deluxe. French fries are great.
McDonald's Majapahit Semarang,Nasrul Fajri,5.0,"The service is best!! Simply best!!! I left my gloves on Sunday night unintentionally and yet, they keep it...after several days wondering where I kept my gloves at and I finally remember that it was gone since I left mcd ...so I came back and asked the floor manager ...and yes!! I've got it back .... Thank you for having a very great service..👍👍"
McDonald's Majapahit Semarang,Miftakhul Fauzi,5.0,Beli Drive thru Mc Flurry Oreo & Spicy Fried Chicken. pelayanan cepet ready sat set.
McDonald's Majapahit Semarang,Natanael Prasetyono,4.0,I like taking my kids to dine in. But most of times I had to meet some colegians or students spending much longer time and in groups coz they are working on laptops or discussing assinments. Last time I dined...I had talked to a staff. Please share 1 set of table with maximum 6 chairs and set a signpost : WORKING STATION so they will only sit there. Not else where. Thanks
McDonald's Majapahit Semarang,ks karyasandy,4.0,"Good place to hangout open 24 hour, quite and have a large parking lot, there is a wifi but u need login with mcdelivery 14045There is a mushola beside motor parking and it also clean"
McDonald's Majapahit Semarang,muhammad nur abdillah.,4.0,it’s a nice place to gowhen you’re hungry or even want to hangout with friends.
McDonald's Majapahit Semarang,Andre Nesia,4.0,Nice place to get most people favorite fast food. I think they can upgrade the cleanliness a bit more. And guests will be very happy
McDonald's Majapahit Semarang,Joseph Ferdinand,5.0,"Delicious, tasty and comfortable place to crush in.Wish us a happy meal, especially the spicy chiken."
McDonald's Majapahit Semarang,ahmad muhid,4.0,Nice burgers..Come & enjoy many selections
McDonald's Majapahit Semarang,helena sefantiah,5.0,I like it very much. This is the franchise fried chicken that I like most. It is soft and tender but still crunchy.. Please come and enjoy its various tasty food here...
McDonald's Majapahit Semarang,Zhemy Andre,5.0,Cozy roomKid-friendliness: Play ground diperluas
McDonald's Majapahit Semarang,Kristiana S,4.0,The operator on the drive thru service was very patience with customer. Yesterday we have to change order few times because my niece and nephew can't decide what they want to eat. Also we forget to ask for tomato sauce for their burger after the employee bring our order to our car. They happily bring the tomato sauce to us. Thank you! ☺️
McDonald's Majapahit Semarang,Clara Stewart,5.0,Good server good place and comfortable place
McDonald's Majapahit Semarang,Kuniawann Argaa,3.0,You need to be more faster on your drive tru services
McDonald's Majapahit Semarang,N Fauzi,5.0,"Must be here, if you want some places for chill"
McDonald's Majapahit Semarang,Jan Ethner,1.0,poor managment!!! rolled in at 4.50 this morning they asked me to wait till 5 for the breakfast menue. when we roll up again at 5 they tell us that they can not serve us because of the daily system reboot supose to be 24 houres as advertized
McDonald's Majapahit Semarang,Retno Utami,5.0,"Love the food. Love the place. Love the price. And this time, I love the free Fanta Float from McDonald. Their service is excellent and its always a joyful time to spent my time in here with my family. McDonald's Majapahit witnessing many special occasions in our life. Love it.❤ ❤"
McDonald's Majapahit Semarang,indra permana,1.0,"Not friendly, call fast food restaurant but not fast enough to long waiting. Cost 2000 for bag but i got only paper bag (so cheap) not like other brand"
McDonald's Majapahit Semarang,Heri Nurf,4.0,"Good service, clean rest room, easy to car parking (maybe not busy hour when we arrived), taste is standard fried chicken for me not a big difference with another"
McDonald's Majapahit Semarang,Rizkixxx,5.0,"Just regular McD, but I want to appreciate mbake (which is really helpful for me)"
McDonald's Majapahit Semarang,Alfian Herdi Feisal,5.0,"Tempatnya tidak terlalu besar jadi gampang penuh, untungnya berada di jalan utama yang mudah diakses. This place not so big so it's always full with people, fortunately this fastfood in the main road so it's easy to reach."
McDonald's Majapahit Semarang,endarto putrajaya,5.0,Selalu rame. I am loving it.
McDonald's Majapahit Semarang,Asti Soemaatmadja,5.0,Good food n staff
McDonald's Majapahit Semarang,Rendi A (r.afta),4.0,"The wifi here is very fast.. Good place for hangout with friends, good atmosphere, food taste is good enough, the price is reasonable... Recommended for having quick bite or a long chit-chat one with your friends or your family aswell...In my opinion this place is well deserved a four star"
McDonald's Majapahit Semarang,Prasetyo AP,4.0,The place is easy to reach. It is located along the main road. The parking space is not big enough but it's easy to park in and out the car. There is a drive-thru service that makes customers more convenient to buy foods.
McDonald's Majapahit Semarang,Asri Rachmawati,5.0,"Good place for having fastfood breakfast, they offer promo in their app McDonald's (download on Appstore or Playstore), just signup and you can enjoy some promo, I often redeem the rice+fried chicken (only 15k), request for breast if you want the bigger one. If you bring child, there is a playground. This mcd also provides drive thru."
McDonald's Majapahit Semarang,Andi Yuni Wiranto,5.0,"Good fast food service and cozy place. Maybe it's standard service for that restaurant. Pros - it's open 24hrs - clean, wide, comfortable place - standard service as another mcdonald - good for groups - clean toilet and wide parking area"
McDonald's Majapahit Semarang,Mayang Mutiara,5.0,"good place for eat and meet friends. clean and good service. night is not the best time to go there, often full of teenagers and college students. except maybe after 9pm"
McDonald's Majapahit Semarang,avr tov,3.0,"Mc Donald in East Semarang. Nice place, large parking space. Suggestion: 1) pay more attention on cleanliness 2) provide more staff for cleanup after customer's visit."
McDonald's Majapahit Semarang,heru kristianto,5.0,So nice
McDonald's Majapahit Semarang,u. t,4.0,"the food is quite nice, all the staff is friendly, high speed wifi, easy to locate, wide parking lot, 24 hours, drive thru... but all the inconvenience come from the customer.. a lot of them leave the trash behind and messy eating"
McDonald's Majapahit Semarang,Yustica Soetipto,4.0,Good choice when you have no choice
McDonald's Majapahit Semarang,Calvin Abdullah,3.0,"The food is so good I can eat a million burgers, but the toilet is super dirty and so gross, if you want McDonald’s, don’t buy from here. The toilet tells a lot about the restaurant itself and before you eat anything, check the toilet before you eat because.....you might eat dirty food... YUCK!!!"
McDonald's Majapahit Semarang,umar nurluwindra,4.0,I love the fried Chicken ones... And there are many promotions there
McDonald's Majapahit Semarang,Muhammad Alvian,5.0,"Super fast service, tasty food and always fresh"
McDonald's Majapahit Semarang,wawan villy setiawan,5.0,"Good services, clean area, safe for child."
McDonald's Majapahit Semarang,Johan Adrian,4.0,"Has a drive thru lane. Located strategically on the main road in east semarang. Has a wide parking lot, has a indoor and outdoor tables. The food is basically a regular mcdonald menu."
McDonald's Majapahit Semarang,yudith prameswari,5.0,Drive thru favorite
McDonald's Majapahit Semarang,Irvan Herviansyah,5.0,"Near from home, delivery service, drive thru, and open 24 hours. Usually crowded"
McDonald's Majapahit Semarang,Rofiq Fauzi,4.0,"Location is strategic, has kids playground but in the same time people smoking in outside eating area. sometime aldo too many students eat and sitting for the long time."
McDonald's Majapahit Semarang,Sam Alan S,4.0,"Love the place, as before it's McDonald no need to doubt all the food taste. Not suitable for co-working, Recommended for : Locals and Foreigners"
McDonald's Majapahit Semarang,Gabriel Sava,5.0,It follows the health protocol and the waitress explained to me how to operate the self-order machine
McDonald's Majapahit Semarang,Fadila Puspa Sari,5.0,"Thank you Mac Donald's, for the excellent birthday service to my nephew❤"
McDonald's Majapahit Semarang,Tsania Rufi,3.0,Nice place to get your fast food....
McDonald's Majapahit Semarang,Samuel Kevin,3.0,quit small place but still comfy and cozy for a standard mcdonald restaurant. but dmall parking lot and usually already full with cars and motorcycle so not recommended to stop bye at weekend
McDonald's Majapahit Semarang,Sem Jais,5.0,Taste no different with any other McD that you've been ordered anywhere in this country
McDonald's Majapahit Semarang,Rya Utama,5.0,"Fast food restaurant around neighbourhood. Open 24 Hour, a really fast service for everything. Warm ambience for hanging out with old friends"
McDonald's Majapahit Semarang,ria nurulita,5.0,"How could i don't give five star to the nearest McD from my home in my town, for food McD is always excellent and I'll love it forever, wkwkwkwk, it's clean, and the wifi is so fast, wkwkwk, the toilet is also clean"
McDonald's Majapahit Semarang,Aris Rachmat,4.0,"All you want, wont wait too long...."
McDonald's Majapahit Semarang,Eko Susilowati,5.0,"My children favorite fast food, especially in the dawn, large parking and dining area make it different from other area with same menu"
McDonald's Majapahit Semarang,jeffri mustopo,4.0,Good for meal and food but must improved on cleaning and to many people just drink and connect Wi-Fi to playing laptop make hard to find chair
McDonald's Majapahit Semarang,Joni Papua,5.0,good job
McDonald's Majapahit Semarang,Yin Isa,5.0,Digital services good innovation
McDonald's Majapahit Semarang,Junnatun Mukhassonah,4.0,"I like this place. Its make me feel enjoy and better. Whenever I am feel so stressed, I go here and I find a new day, a new spirit."
McDonald's Majapahit Semarang,Teguh Zhuteg Prayitno,5.0,Theres no need to doubt about it.. yes.. love the 24 hour drive thru .. to bought a burger or fried chicken and a float cola.
McDonald's Majapahit Semarang,Lukas Ariawan (Ming Ming),5.0,"Love the breakfast menu, Chicken Muffin with egg + hashbrown ❤"
McDonald's Majapahit Semarang,Agus Arfianto,5.0,So far so good..but no palstic bag..🦋
McDonald's Majapahit Semarang,Limitless Story,3.0,a comfortable place to eat with family or friends. but during certain hours this place is very crowded so it is rather uncomfortable.
McDonald's Majapahit Semarang,DESY ANGGRAENI,4.0,Not bad
McDonald's Majapahit Semarang,Irham Husna,4.0,one of the fast food restaurants in Semarang. with standard services and quite comfortable. but very crowded at night
McDonald's Majapahit Semarang,Nadia Intan,4.0,here is very convenient because the place is clean. the price is a little expensive. but the taste is delicious and halal
McDonald's Majapahit Semarang,Octovian Mado,1.0,I got the wrong order after waiting for so long. Just disappointed.
McDonald's Majapahit Semarang,Hani Sajogo,2.0,There's no more chair to sit .. mostly 1-2 customers come & sit in the table for 4 customers .. not appropriate seat .. crews do not care about it
McDonald's Majapahit Semarang,bazudewa lawfirm,3.0,Standart fast food lah
McDonald's Majapahit Semarang,Tjipto Steven Senjaya,4.0,"Easy to reach, located at the road side. Big parking lot. Clean and nice hangout place with friends"
McDonald's Majapahit Semarang,Kusuma Ratu,3.0,"The franschise restaurant fast food, best servant, there's drive thru for fast order."
McDonald's Majapahit Semarang,Elvira zachriyanti,5.0,Great but the place need more space bcs if it's raining you even cant sit
McDonald's Majapahit Semarang,anton wijaya,5.0,Their employee is so polite .. good burger n fries .. i like happy meals toys hahaa...
McDonald's Majapahit Semarang,Stefanus Sugiarto,4.0,Decent place to grab a quick bite in this part of Semarang (semarang timur). Tend to get very crowded during lunch hour.
McDonald's Majapahit Semarang,Thatit Sinubawardani,5.0,"Totally fast food corner but no free parking area event they noticed for ""free parking'"
